Timestamp,          Open, High, Low, Close, Volume, Open Interest
2026-03-02 19:27:59,24753.5,24760,24744.2,24747.8,38220,15402855
2026-03-02 19:28:59,24747,24763.9,24745.1,24756,23595,15402855
2026-03-02 19:29:59,24756,24763.3,24755,24757.6,10985,15411890
2026-03-02 19:30:59,24757.6,24760,24751,24751,15080,15411890
2026-03-02 19:31:59,24751,24751.2,24743.4,24751,14885,15411890
2026-03-02 19:32:59,24751,24760,24751,24759,13195,15418195
2026-03-02 19:33:59,24759,24834.2,24759,24834.2,48750,15418195
2026-03-02 19:34:59,24830.5,24888,24826.1,24826.1,114595,15418195
2026-03-02 19:35:59,24826.8,24865,24823.4,24847.2,36335,15412020
2026-03-02 19:36:59,24844.5,24890,24844.5,24884,54210,15412020
2026-03-02 19:37:59,24889.2,24899,24877,24891.6,48425,15412020
2026-03-02 19:38:59,24890.9,24924,24874,24877,63115,15378480
2026-03-02 19:39:59,24884,24898.3,24874.1,24885,18915,15378480
2026-03-02 19:40:59,24885.6,24898.3,24880,24890.7,16510,15378480
2026-03-02 19:41:59,24895.4,24910,24885,24894.5,21125,15380755
2026-03-02 19:42:59,24894.5,24914,24889.1,24914,31330,15380755
2026-03-02 19:43:59,24919,24937.9,24910,24915.5,61230,15380755
2026-03-02 19:44:59,24918,24929.9,24911.6,24925,35620,15361255
2026-03-02 19:45:59,24927.9,24931,24887.8,24896.9,55445,15361255
2026-03-02 19:46:59,24890.3,24925,24890.3,24918.7,37765,15361255
2026-03-02 19:47:59,24918.6,24925,24902,24906,23400,15363400
2026-03-02 19:48:59,24905.5,24923.5,24905,24918.1,29770,15363400
2026-03-02 19:49:59,24918.1,24923,24910,24910.7,25090,15363400
2026-03-02 19:50:59,24910.7,24921,24906.8,24913.1,26780,15354040
2026-03-02 19:51:59,24915.1,24923,24905.1,24905.2,19045,15354040
2026-03-02 19:52:59,24905.5,24905.5,24888.4,24892.6,21515,15354040
2026-03-02 19:53:59,24892.6,24915,24890,24910.8,18135,15365870
2026-03-02 19:54:59,24909.9,24920,24903.4,24911.7,17290,15365870
2026-03-02 19:55:59,24911.7,24913.7,24897.1,24897.1,29380,15365870
2026-03-02 19:56:59,24897.1,24903.8,24885.1,24890.7,16705,15371070
2026-03-02 19:57:59,24894,24900,24880,24880,11180,15371070
2026-03-02 19:58:59,24878,24883.1,24862,24878.5,42250,15371070
2026-03-02 19:59:59,24873.2,24874.4,24862,24871,15535,15384720
2026-03-02 20:00:59,24873.6,24884,24862,24870,15405,15384720
2026-03-02 20:01:59,24870,24870,24857.3,24868,14560,15384720
2026-03-02 20:02:59,24865,24880,24865,24875.3,9295,15373280
2026-03-02 20:03:59,24875.4,24909,24875.4,24908.7,23855,15373280
2026-03-02 20:04:59,24902.7,24939.9,24895.4,24936.1,35360,15373280
2026-03-02 20:05:59,24940,24970.4,24930.1,24969.4,92885,15345200
2026-03-02 20:06:59,24966.3,24967.2,24936.5,24959.6,33345,15345200
2026-03-02 20:07:59,24965,24965.9,24941.4,24946.3,29250,15345200
2026-03-02 20:08:59,24942.1,24975,24935,24972.1,34385,15344095
2026-03-02 20:09:59,24972.1,24979.9,24956.6,24961,25610,15344095
2026-03-02 20:10:59,24961.7,24994.9,24961.7,24992,48425,15344095
2026-03-02 20:11:59,24992,25007.6,24992,24999.3,77090,15327975
2026-03-02 20:12:59,25000,25010,24980,24986.7,29250,15327975
2026-03-02 20:13:59,24990,24992,24978,24982,21190,15327975
2026-03-02 20:14:59,24982,24995.7,24980.6,24989.4,14040,15337920
2026-03-02 20:15:59,24989.4,24994.5,24967,24967,24180,15337920
2026-03-02 20:16:59,24967,24975.1,24956.1,24956.2,22425,15337920
2026-03-02 20:17:59,24956.2,25013.7,24949.6,25013.7,57785,15339805
2026-03-02 20:18:59,25013.7,25016,24984.9,25000,35750,15339805
2026-03-02 20:19:59,25000,25002.9,24982.3,24996.8,24960,15339805
2026-03-02 20:20:59,24991.2,25003.1,24982.8,24992.3,15275,15324920
2026-03-02 20:21:59,24992.8,24999.5,24971,24982,26130,15324920
2026-03-02 20:22:59,24981.1,24999,24978.3,24999,14560,15324920
2026-03-02 20:23:59,25001,25003,24990,24990.1,19565,15309775
2026-03-02 20:24:59,24995,25000.1,24986.1,24999,19175,15309775
2026-03-02 20:25:59,25000.1,25002.1,24983.3,24985,15340,15309775
2026-03-02 20:26:59,24985,24991,24966,24978.6,19305,15323035
2026-03-02 20:27:59,24976.4,24980,24960.1,24966.2,23140,15323035
2026-03-02 20:28:59,24961.1,24970,24955,24958.8,21450,15323035
2026-03-02 20:29:59,24966.4,24970,24940,24946.9,27625,15326675
2026-03-02 20:30:59,24941.4,24963.7,24930,24959.2,41080,15326675
2026-03-02 20:31:59,24956,24961.2,24932.3,24942.4,31460,15326675
2026-03-02 20:32:59,24942.4,24945,24933.1,24945,17615,15356380
2026-03-02 20:33:59,24941.4,24969,24940.1,24963.5,26520,15356380
2026-03-02 20:34:59,24967.6,24988.5,24965.1,24973.2,37830,15356380
2026-03-02 20:35:59,24979.3,24979.3,24951,24951.9,17225,15358070
